Inserted List,ORF Name,Gene Name
YHL003C,YHL003C,LAG1
YHL004W,YHL004W,MRP4
YHL005C,YHL005C,YHL005C
YHL006C,YHL006C,SHU1
YHL007C,YHL007C,STE20
YHL008C,YHL008C,YHL008C
YHL009C,YHL009C,YAP3
YHL010C,YHL010C,ETP1
YHL011C,YHL011C,PRS3
YHL012W,YHL012W,YHL012W
YHL013C,YHL013C,OTU2
YHL014C,YHL014C,YLF2
YHL015W,YHL015W,RPS20
YHL016C,YHL016C,DUR3
YHL017W,YHL017W,YHL017W
YHL018W,YHL018W,YHL018W
YHL019C,YHL019C,APM2
YHL020C,YHL020C,OPI1
YHL021C,YHL021C,AIM17
YHL022C,YHL022C,SPO11
YHL023C,YHL023C,NPR3
YHL024W,YHL024W,RIM4
YHL025W,YHL025W,SNF6
YHL026C,YHL026C,YHL026C
YHL027W,YHL027W,RIM101
YHL028W,YHL028W,WSC4
YHL029C,YHL029C,OCA5
YHL030W,YHL030W,ECM29
YHL031C,YHL031C,GOS1
YHL032C,YHL032C,GUT1
YHL033C,YHL033C,RPL8a
YHL034C,YHL034C,SBP1
YHL035C,YHL035C,VMR1
YHL036W,YHL036W,MUP3
YHL037C,YHL037C,YHL037C
YHL038C,YHL038C,CBP2
YHL039W,YHL039W,EFM1
YHL040C,YHL040C,ARN1
YHL041W,YHL041W,YHL041W
YHL042W,YHL042W,YHL042W
YHL043W,YHL043W,ECM34
YHL044W,YHL044W,YHL044W
YHL045W,YHL045W,YHL045W
YHL046C,YHL046C,PAU13
YHL047C,YHL047C,ARN2
YHL048W,YHL048W,COS8
YHL049C,YHL049C,YHL049C
YHL050C,YHL050C,YHL050C
YHR001W,YHR001W,OSH7
YHR001W-A,YHR001W-A,QCR10
YHR002W,YHR002W,LEU5
YHR003C,YHR003C,TCD1
YHR004C,YHR004C,NEM1
YHR005C,YHR005C,GPA1
YHR005C-A,YHR005C-A,TIM10
YHR006W,YHR006W,STP2
YHR007C,YHR007C,ERG11
YHR008C,YHR008C,SOD2
YHR009C,YHR009C,TDA3
YHR010W,YHR010W,RPL27a
YHR011W,YHR011W,DIA4
YHR012W,YHR012W,VPS29
YHR013C,YHR013C,ARD1
YHR014W,YHR014W,SPO13
YHR015W,YHR015W,MIP6
YHR016C,YHR016C,YSC84
YHR017W,YHR017W,YSC83
YHR018C,YHR018C,ARG4
YHR019C,YHR019C,DED81
YHR020W,YHR020W,YHR020W
YHR021C,YHR021C,RPS27b
YHR021W-A,YHR021W-A,ECM12
YHR022C,YHR022C,YHR022C
YHR023W,YHR023W,MYO1
YHR024C,YHR024C,MAS2
YHR025W,YHR025W,THR1
YHR026W,YHR026W,VMA16
YHR027C,YHR027C,RPN1
YHR028C,YHR028C,DAP2
YHR029C,YHR029C,YHI9
YHR030C,YHR030C,SLT2
YHR031C,YHR031C,RRM3
YHR032W,YHR032W,ERC1
YHR033W,YHR033W,YHR033W
YHR034C,YHR034C,PIH1
YHR035W,YHR035W,NEL1
YHR036W,YHR036W,BRL1
YHR037W,YHR037W,PUT2
YHR038W,YHR038W,RRF1
YHR039C,YHR039C,MSC7
YHR040W,YHR040W,BCD1
YHR041C,YHR041C,SRB2
YHR042W,YHR042W,NCP1
YHR043C,YHR043C,DOG2
YHR044C,YHR044C,DOG1
YHR045W,YHR045W,YHR045W
YHR046C,YHR046C,INM1
YHR047C,YHR047C,AAP1
YHR048W,YHR048W,YHK8
YHR049C-A,YHR049C-A,YHR049C-A
YHR049W,YHR049W,FSH1
YHR050W,YHR050W,SMF2
YHR051W,YHR051W,COX6
YHR052W,YHR052W,CIC1
YHR053C,YHR053C,CUP1-1
YHR054C,YHR054C,YHR054C
YHR055C,YHR055C,CUP1-2
YHR056C,YHR056C,RSC30
YHR057C,YHR057C,CPR2
YHR058C,YHR058C,MED6
YHR059W,YHR059W,FYV4
YHR060W,YHR060W,VMA22
YHR061C,YHR061C,GIC1
YHR062C,YHR062C,RPP1
YHR063C,YHR063C,PAN5
YHR064C,YHR064C,SSZ1
YHR065C,YHR065C,RRP3
YHR066W,YHR066W,SSF1
YHR067W,YHR067W,HTD2
YHR068W,YHR068W,DYS1
YHR069C,YHR069C,RRP4
YHR070W,YHR070W,TRM5
YHR071W,YHR071W,PCL5
YHR072W,YHR072W,ERG7
YHR073W,YHR073W,OSH3
YHR074W,YHR074W,QNS1
YHR075C,YHR075C,PPE1
YHR076W,YHR076W,PTC7
YHR077C,YHR077C,NMD2
YHR078W,YHR078W,YHR078W
YHR079C,YHR079C,IRE1
YHR080C,YHR080C,LAM4
YHR081W,YHR081W,LRP1
YHR082C,YHR082C,KSP1
YHR083W,YHR083W,SAM35
YHR084W,YHR084W,STE12
YHR085W,YHR085W,IPI1
YHR086W,YHR086W,NAM8
YHR087W,YHR087W,RTC3
YHR088W,YHR088W,RPF1
YHR089C,YHR089C,GAR1
YHR090C,YHR090C,YNG2
YHR091C,YHR091C,MSR1
YHR092C,YHR092C,HXT4
YHR093W,YHR093W,AHT1
YHR094C,YHR094C,HXT1
YHR095W,YHR095W,YHR095W
YHR096C,YHR096C,HXT5
YHR097C,YHR097C,YHR097C
YHR098C,YHR098C,SFB3
YHR099W,YHR099W,TRA1
YHR100C,YHR100C,GEP4
YHR101C,YHR101C,BIG1
YHR102W,YHR102W,KIC1
YHR103W,YHR103W,SBE22
YHR104W,YHR104W,GRE3
YHR105W,YHR105W,YPT35
YHR106W,YHR106W,TRR2
YHR107C,YHR107C,CDC12
YHR108W,YHR108W,GGA2
YHR109W,YHR109W,CTM1
YHR110W,YHR110W,ERP5
YHR111W,YHR111W,UBA4
YHR112C,YHR112C,YHR112C
YHR113W,YHR113W,APE4
YHR114W,YHR114W,BZZ1
YHR115C,YHR115C,DMA1
YHR116W,YHR116W,COX23
YHR117W,YHR117W,TOM71
YHR118C,YHR118C,ORC6
YHR119W,YHR119W,SET1
YHR120W,YHR120W,MSH1
YHR121W,YHR121W,LSM12
YHR122W,YHR122W,CIA2
YHR123W,YHR123W,EPT1
YHR124W,YHR124W,NDT80
YHR125W,YHR125W,YHR125W
YHR126C,YHR126C,ANS1
YHR127W,YHR127W,YHR127W
YHR128W,YHR128W,FUR1
YHR129C,YHR129C,ARP1
YHR130C,YHR130C,YHR130C
YHR131C,YHR131C,YHR131C
YHR132C,YHR132C,ECM14
YHR133C,YHR133C,NSG1
YHR134W,YHR134W,WSS1
YHR135C,YHR135C,YCK1
YHR136C,YHR136C,SPL2
YHR137W,YHR137W,ARO9
YHR138C,YHR138C,YHR138C
YHR139C,YHR139C,SPS100
YHR139C-A,YHR139C-A,YHR139C-A
YHR140W,YHR140W,YHR140W
YHR141C,YHR141C,RPL42b
YHR142W,YHR142W,CHS7
YHR143W,YHR143W,DSE2
YHR143W-A,YHR143W-A,RPC10
YHR144C,YHR144C,DCD1
YHR145C,YHR145C,YHR145C
YHR146W,YHR146W,CRP1
YHR147C,YHR147C,MRPL6
YHR148W,YHR148W,IMP3
YHR149C,YHR149C,SKG6
YHR150W,YHR150W,PEX28
YHR151C,YHR151C,MTC6
YHR152W,YHR152W,SPO12
YHR153C,YHR153C,SPO16
YHR154W,YHR154W,RTT107
YHR155W,YHR155W,LAM1
YHR156C,YHR156C,LIN1
YHR157W,YHR157W,REC104
YHR158C,YHR158C,KEL1
YHR159W,YHR159W,TDA11
YHR160C,YHR160C,PEX18
YHR161C,YHR161C,YAP1801
YHR162W,YHR162W,MPC2
YHR163W,YHR163W,SOL3
YHR164C,YHR164C,DNA2
YHR165C,YHR165C,PRP8
YHR166C,YHR166C,CDC23
YHR167W,YHR167W,THP2
YHR168W,YHR168W,MTG2
YHR169W,YHR169W,DBP8
YHR170W,YHR170W,NMD3
YHR171W,YHR171W,ATG7
YHR172W,YHR172W,SPC97
YHR173C,YHR173C,YHR173C
YHR174W,YHR174W,ENO2
YHR175W,YHR175W,CTR2
YHR176W,YHR176W,FMO1
YHR177W,YHR177W,YHR177W
YHR178W,YHR178W,STB5
YHR179W,YHR179W,OYE2
YHR180W,YHR180W,YHR180W
YHR181W,YHR181W,SVP26
YHR182W,YHR182W,YHR182W
YHR183W,YHR183W,GND1
YHR184W,YHR184W,SSP1
YHR185C,YHR185C,PFS1
YHR186C,YHR186C,KOG1
YHR187W,YHR187W,IKI1
YHR188C,YHR188C,GPI16
YHR189W,YHR189W,PTH1
YHR190W,YHR190W,ERG9
YHR191C,YHR191C,CTF8
YHR192W,YHR192W,LNP1
YHR193C,YHR193C,EGD2
YHR194W,YHR194W,MDM31
YHR195W,YHR195W,NVJ1
YHR196W,YHR196W,UTP9
YHR197W,YHR197W,RIX1
YHR198C,YHR198C,AIM18
YHR199C,YHR199C,AIM46
YHR200W,YHR200W,RPN10
YHR201C,YHR201C,PPX1
YHR202W,YHR202W,YHR202W
YHR203C,YHR203C,RPS4b
YHR204W,YHR204W,MNL1
YHR205W,YHR205W,SCH9
YHR206W,YHR206W,SKN7
YHR207C,YHR207C,SET5
YHR208W,YHR208W,BAT1
YHR209W,YHR209W,CRG1
YHR210C,YHR210C,YHR210C
YHR211W,YHR211W,FLO5
YHR212C,YHR212C,YHR212C
YHR213W,YHR213W,YHR213W
YHR214C-B,YHR214C-B,YHR214C-B
YHR214W,YHR214W,YHR214W
YHR214W-A,YHR214W-A,YHR214W-A
YHR215W,YHR215W,PHO12
YHR216W,YHR216W,IMD2
YHR217C,YHR217C,YHR217C
YHR218W,YHR218W,YHR218W
YHR219W,YHR219W,YHR219W
YIL001W,YIL001W,YIL001W
YIL002C,YIL002C,INP51
YIL003W,YIL003W,CFD1
YIL004C,YIL004C,BET1
YIL005W,YIL005W,EPS1
YIL006W,YIL006W,YIA6
YIL007C,YIL007C,NAS2
YIL008W,YIL008W,URM1
YIL009C-A,YIL009C-A,EST3
YIL009W,YIL009W,FAA3
YIL010W,YIL010W,DOT5
YIL011W,YIL011W,TIR3
YIL012W,YIL012W,YIL012W
YIL013C,YIL013C,PDR11
YIL014W,YIL014W,MNT3
YIL015C-A,YIL014C-A,YIL015C-A
YIL015W,YIL015W,BAR1
YIL016W,YIL016W,SNL1
YIL018W,YIL018W,RPL2b
YIL019W,YIL019W,FAF1
YIL020C,YIL020C,HIS6
YIL021W,YIL021W,RPB3
YIL022W,YIL022W,TIM44
YIL023C,YIL023C,YKE4
YIL024C,YIL024C,YIL024C
YIL025C,YIL025C,YIL025C
YIL026C,YIL026C,IRR1
YIL027C,YIL027C,EMC5
YIL028W,YIL028W,YIL028W
YIL029C,YIL029C,YIL029C
YIL030C,YIL030C,SSM4
YIL031W,YIL031W,ULP2
YIL032C,YIL032C,YIL032C
YIL033C,YIL033C,BCY1
YIL034C,YIL034C,CAP2
YIL035C,YIL035C,CKA1
YIL036W,YIL036W,CST6
YIL037C,YIL037C,PRM2
YIL038C,YIL038C,NOT3
YIL039W,YIL039W,TED1
YIL040W,YIL040W,APQ12
YIL041W,YIL041W,GVP36
YIL042C,YIL042C,PKP1
YIL043C,YIL043C,CBR1
YIL044C,YIL044C,AGE2
YIL045W,YIL045W,PIG2
YIL046W,YIL046W,MET30
YIL047C,YIL047C,SYG1
YIL048W,YIL048W,NEO1
YIL049W,YIL049W,DFG10
YIL050W,YIL050W,PCL7
YIL051C,YIL051C,MMF1
YIL052C,YIL052C,RPL34b
YIL053W,YIL053W,GPP1
YIL054W,YIL054W,YIL054W
YIL055C,YIL055C,YIL055C
YIL056W,YIL056W,VHR1
YIL057C,YIL057C,RGI2
YIL058W,YIL058W,YIL058W
YIL059C,YIL059C,YIL059C
YIL060W,YIL060W,YIL060W
YIL061C,YIL061C,SNP1
YIL062C,YIL062C,ARC15
YIL063C,YIL063C,YRB2
YIL064W,YIL064W,EFM4
YIL065C,YIL065C,FIS1
YIL066C,YIL066C,RNR3
YIL067C,YIL067C,YIL067C
YIL068C,YIL068C,SEC6
YIL069C,YIL069C,RPS24b
YIL070C,YIL070C,MAM33
YIL071C,YIL071C,PCI8
YIL072W,YIL072W,HOP1
YIL073C,YIL073C,SPO22
YIL074C,YIL074C,SER33
YIL075C,YIL075C,RPN2
YIL076W,YIL076W,SEC28
YIL077C,YIL077C,YIL077C
YIL078W,YIL078W,THS1
YIL079C,YIL079C,AIR1
YIL080W,YIL080W,YIL080W
YIL082W,Unknown,Unknown
YIL082W-A,YIL082W-A,YIL082W-A
YIL083C,YIL083C,CAB2
YIL084C,YIL084C,SDS3
YIL085C,YIL085C,KTR7
YIL086C,YIL086C,YIL086C
YIL087C,YIL087C,AIM19
YIL088C,YIL088C,AVT7
YIL089W,YIL089W,YIL089W
YIL090W,YIL090W,ICE2
YIL091C,YIL091C,UTP25
YIL092W,YIL092W,YIL092W
YIL093C,YIL093C,RSM25
YIL094C,YIL094C,LYS12
YIL095W,YIL095W,PRK1
YIL096C,YIL096C,BMT5
YIL097W,YIL097W,FYV10
YIL098C,YIL098C,FMC1
YIL099W,YIL099W,SGA1
YIL100W,YIL100W,YIL100W
YIL101C,YIL101C,XBP1
YIL102C,YIL102C,YIL102C
YIL103W,YIL103W,DPH1
YIL104C,YIL104C,SHQ1
YIL105C,YIL105C,SLM1
YIL106W,YIL106W,MOB1
YIL107C,YIL107C,PFK26
YIL108W,YIL108W,YIL108W
YIL109C,YIL109C,SEC24
YIL110W,YIL110W,HPM1
YIL111W,YIL111W,COX5b
YIL112W,YIL112W,HOS4
YIL113W,YIL113W,SDP1
YIL114C,YIL114C,POR2
YIL115C,YIL115C,NUP159
YIL116W,YIL116W,HIS5
YIL117C,YIL117C,PRM5
YIL118W,YIL118W,RHO3
YIL119C,YIL119C,RPI1
YIL120W,YIL120W,QDR1
YIL121W,YIL121W,QDR2
YIL122W,YIL122W,POG1
YIL123W,YIL123W,SIM1
YIL124W,YIL124W,AYR1
YIL125W,YIL125W,KGD1
YIL126W,YIL126W,STH1
YIL127C,YIL127C,RRT14
YIL128W,YIL128W,MET18
YIL129C,YIL129C,TAO3
YIL130W,YIL130W,ASG1
YIL131C,YIL131C,FKH1
YIL132C,YIL132C,CSM2
YIL133C,YIL133C,RPL16a
YIL134W,YIL134W,FLX1
YIL135C,YIL135C,VHS2
YIL136W,YIL136W,OM45
YIL137C,YIL137C,TMA108
YIL138C,YIL138C,TPM2
YIL139C,YIL139C,REV7
YIL140W,YIL140W,AXL2
YIL141W,YIL141W,YIL141W
YIL142W,YIL142W,CCT2
YIL143C,YIL143C,SSL2
YIL144W,YIL144W,NDC80
YIL145C,YIL145C,PAN6
YIL146C,YIL146C,ATG32
YIL147C,YIL147C,SLN1
YIL148W,YIL148W,RPL40a
YIL149C,YIL149C,MLP2
YIL150C,YIL150C,MCM10
YIL151C,YIL151C,ESL1
YIL152W,YIL152W,YIL152W
YIL153W,YIL153W,RRD1
YIL154C,YIL154C,IMP2'
YIL155C,YIL155C,GUT2
YIL156W,YIL156W,UBP7
YIL157C,YIL157C,COA1
YIL158W,YIL158W,AIM20
YIL159W,YIL159W,BNR1
YIL160C,YIL160C,POT1
YIL161W,YIL161W,YIL161W
YIL162W,YIL162W,SUC2
YIL163C,YIL163C,YIL163C
YIL164C,YIL164C,NIT1
YIL165C,YIL165C,YIL165C
YIL166C,YIL166C,YIL166C
YIL167W,YIL167W,SDL1
YIL168W,YIL168W,YIL168W
YIL169C,YIL169C,CSS1
YIL170W,YIL170W,HXT12
YIL171W,YIL171W,YIL171W
YIL172C,YIL172C,IMA3
YIL173W,YIL173W,VTH1
YIL174W,YIL174W,YIL174W
YIL175W,YIL175W,YIL175W
YIL176C,YIL176C,PAU14
YIL177C,YIL177C,YIL177C
YIR001C,YIR001C,SGN1
YIR002C,YIR002C,MPH1
YIR003W,YIR003W,AIM21
YIR004W,YIR004W,DJP1
YIR005W,YIR005W,IST3
YIR006C,YIR006C,PAN1
YIR007W,YIR007W,EGH1
YIR008C,YIR008C,PRI1
YIR009W,YIR009W,MSL1
YIR010W,YIR010W,DSN1
YIR011C,YIR011C,STS1
YIR012W,YIR012W,SQT1
YIR013C,YIR013C,GAT4
YIR014W,YIR014W,YIR014W
YIR015W,YIR015W,RPR2
YIR016W,YIR016W,YIR016W
YIR017C,YIR017C,MET28
YIR018W,YIR018W,YAP5
YIR019C,YIR019C,FLO11
YIR020C,YIR020C,YIR020C
YIR021W,YIR021W,MRS1
YIR022W,YIR022W,SEC11
YIR023W,YIR023W,DAL81
YIR024C,YIR024C,INA22
YIR025W,YIR025W,MND2
YIR026C,YIR026C,YVH1
YIR027C,YIR027C,DAL1
YIR028W,YIR028W,DAL4
YIR029W,YIR029W,DAL2
YIR030C,YIR030C,DCG1
YIR031C,YIR031C,DAL7
YIR032C,YIR032C,DAL3
YIR033W,YIR033W,MGA2
YIR034C,YIR034C,LYS1
YIR035C,YIR035C,YIR035C
YIR036C,YIR036C,IRC24
YIR037W,YIR037W,HYR1
YIR038C,YIR038C,GTT1
YIR039C,YIR039C,YPS6
YIR040C,YIR040C,YIR040C
YIR041W,YIR041W,PAU15
YIR042C,YIR042C,YIR042C
YIR043C,YIR043C,YIR043C
YIR044C,YIR044C,YIR044C
YJL001W,YJL001W,PRE3
YJL002C,YJL002C,OST1
YJL003W,YJL003W,COX16
YJL004C,YJL004C,SYS1
YJL005W,YJL005W,CYR1
YJL006C,YJL006C,CTK2
YJL007C,YJL007C,YJL007C
YJL008C,YJL008C,CCT8
YJL009W,YJL009W,YJL009W
YJL010C,YJL010C,NOP9
YJL011C,YJL011C,RPC17
YJL012C,YJL012C,VTC4
YJL013C,YJL013C,MAD3
YJL014W,YJL014W,CCT3
YJL015C,YJL015C,YJL015C
YJL016W,YJL016W,TPH3
YJL017W,YJL017W,YJL017W
YJL018W,YJL019W,YJL018W
YJL019W,YJL019W,MPS3
YJL020C,YJL020C,BBC1
YJL021C,YJL020C,YJL021C
YJL022W,YJL022W,YJL022W
YJL023C,YJL023C,PET130
YJL024C,YJL024C,APS3
YJL025W,YJL025W,RRN7
YJL026W,YJL026W,RNR2
YJL027C,YJL027C,YJL027C
YJL028W,YJL028W,YJL028W
YJL029C,YJL029C,VPS53
YJL030W,YJL030W,MAD2
YJL031C,YJL031C,BET4
YJL032W,YJL032W,YJL032W
YJL033W,YJL033W,HCA4
YJL034W,YJL034W,KAR2
YJL035C,YJL035C,TAD2
YJL036W,YJL036W,SNX4
YJL037W,YJL037W,IRC18
YJL038C,YJL038C,LOH1
YJL039C,YJL039C,NUP192
YJL041W,YJL041W,NSP1
YJL042W,YJL042W,MHP1
YJL043W,YJL043W,YJL043W
YJL044C,YJL044C,GYP6
YJL045W,YJL045W,YJL045W
YJL046W,YJL046W,AIM22
YJL047C,YJL047C,RTT101
YJL048C,YJL048C,UBX6
YJL049W,YJL049W,CHM7
YJL050W,YJL050W,MTR4
YJL051W,YJL051W,IRC8
YJL052W,YJL052W,TDH1
YJL053W,YJL053W,PEP8
YJL054W,YJL054W,TIM54
YJL055W,YJL055W,YJL055W
YJL056C,YJL056C,ZAP1
YJL057C,YJL057C,IKS1
YJL058C,YJL058C,BIT61
YJL059W,YJL059W,YHC3
YJL060W,YJL060W,BNA3
YJL061W,YJL061W,NUP82
YJL062W,YJL062W,LAS21
YJL063C,YJL063C,MRPL8
YJL064W,YJL064W,YJL064W
YJL065C,YJL065C,DLS1
YJL066C,YJL066C,MPM1
YJL067W,YJL067W,YJL067W
YJL068C,YJL068C,YJL068C
YJL069C,YJL069C,UTP18
YJL070C,YJL070C,YJL070C
YJL071W,YJL071W,ARG2
YJL072C,YJL072C,PSF2
YJL073W,YJL073W,JEM1
YJL074C,YJL074C,SMC3
YJL075C,YJL075C,YJL075C
YJL076W,YJL076W,NET1
YJL077C,YJL077C,ICS3
YJL078C,YJL078C,PRY3
YJL079C,YJL079C,PRY1
YJL080C,YJL080C,SCP160
YJL081C,YJL081C,ARP4
YJL082W,YJL082W,IML2
YJL083W,YJL083W,TAX4
YJL084C,YJL084C,ALY2
YJL085W,YJL085W,EXO70
YJL086C,YJL086C,YJL086C
YJL087C,YJL087C,TRL1
YJL088W,YJL088W,ARG3
YJL089W,YJL089W,SIP4
YJL090C,YJL090C,DPB11
YJL091C,YJL091C,GWT1
YJL092W,YJL092W,SRS2
YJL093C,YJL093C,TOK1
YJL094C,YJL094C,KHA1
YJL095W,YJL095W,BCK1
YJL096W,YJL096W,MRPL49
YJL097W,YJL097W,PHS1
YJL098W,YJL098W,SAP185
YJL099W,YJL099W,CHS6
YJL100W,YJL100W,LSB6
YJL101C,YJL101C,GSH1
YJL102W,YJL102W,MEF2
YJL103C,YJL103C,GSM1
YJL104W,YJL104W,PAM16
YJL105W,YJL105W,SET4
YJL106W,YJL106W,IME2
YJL107C,YJL107C,YJL107C
YJL108C,YJL108C,PRM10
YJL109C,YJL109C,UTP10
YJL110C,YJL110C,GZF3
YJL111W,YJL111W,CCT7
YJL112W,YJL112W,MDV1
YJL113W,YJL113W,YJL113W
YJL114W,YJL114W,YJL114W
YJL115W,YJL115W,ASF1
YJL116C,YJL116C,NCA3
YJL117W,YJL117W,PHO86
YJL118W,YJL118W,YJL118W
YJL119C,YJL119C,YJL119C
YJL120W,YJL120W,YJL120W
YJL121C,YJL121C,RPE1
YJL122W,YJL122W,ALB1
YJL123C,YJL123C,MTC1
YJL124C,YJL124C,LSM1
YJL125C,YJL125C,GCD14
YJL126W,YJL126W,NIT2
YJL127C,YJL127C,SPT10
YJL128C,YJL128C,PBS2
YJL129C,YJL129C,TRK1
YJL130C,YJL130C,URA2
YJL131C,YJL131C,AIM23
YJL132W,YJL132W,YJL132W
YJL133W,YJL133W,MRS3
YJL134W,YJL134W,LCB3
YJL135W,YJL135W,YJL135W
YJL136C,YJL136C,RPS21b
YJL137C,YJL137C,GLG2
YJL138C,YJL138C,TIF2
YJL139C,YJL139C,YUR1
YJL140W,YJL140W,RPB4
YJL141C,YJL141C,YAK1
YJL142C,YJL142C,YJL142C
YJL143W,YJL143W,TIM17
YJL144W,YJL144W,YJL144W
YJL145W,YJL145W,SFH5
YJL146W,YJL146W,IDS2
YJL147C,YJL147C,MRX5
YJL148W,YJL148W,RPA34
YJL149W,YJL149W,DAS1
YJL150W,YJL150W,YJL150W
YJL151C,YJL151C,SNA3
YJL152W,YJL152W,YJL152W
YJL153C,YJL153C,INO1
YJL154C,YJL154C,VPS35
YJL155C,YJL155C,FBP26
YJL156C,YJL156C,SSY5
YJL157C,YJL157C,FAR1
YJL158C,YJL158C,CIS3
YJL159W,YJL159W,HSP150
YJL160C,YJL160C,PIR5
YJL161W,YJL161W,FMP33
YJL162C,YJL162C,JJJ2
YJL163C,YJL163C,YJL163C
YJL164C,YJL164C,TPK1
YJL165C,YJL165C,HAL5
YJL166W,YJL166W,QCR8
YJL167W,YJL167W,ERG20
YJL168C,YJL168C,SET2
YJL169W,YJL169W,YJL169W
YJL170C,YJL170C,ASG7
YJL171C,YJL171C,TOH1
YJL172W,YJL172W,CPS1
YJL173C,YJL173C,RFA3
YJL174W,YJL174W,KRE9
YJL175W,YJL175W,YJL175W
YJL176C,YJL176C,SWI3
YJL177W,YJL177W,RPL17b
YJL178C,YJL178C,ATG27
YJL179W,YJL179W,PFD1
YJL180C,YJL180C,ATP12
YJL181W,YJL181W,RBH1
YJL182C,YJL182C,YJL182C
YJL183W,YJL183W,MNN11
YJL184W,YJL184W,GON7
YJL185C,YJL185C,ATG36
YJL186W,YJL186W,MNN5
YJL187C,YJL187C,SWE1
YJL188C,YJL188C,BUD19
YJL189W,YJL189W,RPL39
YJL190C,YJL190C,RPS22a
YJL191W,YJL191W,RPS14b
YJL192C,YJL192C,SOP4
YJL193W,YJL193W,YJL193W
YJL194W,YJL194W,CDC6
YJL195C,YJL195C,YJL195C
YJL196C,YJL196C,ELO1
YJL197W,YJL197W,UBP12
YJL198W,YJL198W,PHO90
YJL199C,YJL199C,MBB1
YJL200C,YJL200C,ACO2
YJL201W,YJL201W,ECM25
YJL202C,YJL202C,YJL202C
YJL203W,YJL203W,PRP21
YJL204C,YJL204C,RCY1
YJL206C,YJL206C,YJL206C
YJL207C,YJL207C,LAA1
YJL208C,YJL208C,NUC1
YJL209W,YJL209W,CBP1
YJL210W,YJL210W,PEX2
YJL211C,YJL211C,YJL211C
YJL212C,YJL212C,OPT1
YJL213W,YJL213W,YJL213W
YJL214W,YJL214W,HXT8
YJL215C,YJL215C,YJL215C
YJL216C,YJL216C,IMA5
YJL217W,YJL217W,REE1
YJL218W,YJL218W,YJL218W
YJL219W,YJL219W,HXT9
YJL220W,YJL220W,YJL220W
YJL221C,YJL221C,IMA4
YJL222W,YJL222W,VTH2
YJL223C,YJL223C,PAU1
YJL225C,YJL225C,YJL225C
YJR001W,YJR001W,AVT1
YJR002W,YJR002W,MPP10
YJR003C,YJR003C,MRX12
YJR004C,YJR004C,SAG1
YJR005W,YJR005W,APL1
YJR006W,YJR006W,POL31
YJR007W,YJR007W,SUI2
YJR008W,YJR008W,MHO1
YJR009C,YJR009C,TDH2
YJR010C-A,YJR010C-A,SPC1
YJR010W,YJR010W,MET3
YJR011C,YJR011C,YJR011C
YJR012C,YJR012C,YJR012C
YJR013W,YJR013W,GPI14
YJR014W,YJR014W,TMA22
YJR015W,YJR015W,YJR015W
YJR016C,YJR016C,ILV3
YJR017C,YJR017C,ESS1
YJR018W,YJR018W,YJR018W
YJR019C,YJR019C,TES1
YJR020W,YJR020W,YJR020W
YJR021C,YJR021C,REC107
YJR022W,YJR022W,LSM8
YJR023C,YJR023C,YJR023C
YJR024C,YJR024C,MDE1
YJR025C,YJR025C,BNA1
YJR026W,YJR026W,YJR026W
YJR027W,YJR027W,YJR027W
YJR028W,YJR028W,YJR028W
YJR029W,YJR029W,YJR029W
YJR030C,YJR030C,RBH2
YJR031C,YJR031C,GEA1
YJR032W,YJR032W,CPR7
YJR033C,YJR033C,RAV1
YJR034W,YJR034W,PET191
YJR035W,YJR035W,RAD26
YJR036C,YJR036C,HUL4
YJR037W,YJR037W,YJR037W
YJR038C,YJR038C,YJR038C
YJR039W,YJR039W,YJR039W
YJR040W,YJR040W,GEF1
YJR041C,YJR041C,URB2
YJR042W,YJR042W,NUP85
YJR043C,YJR043C,POL32
YJR044C,YJR044C,VPS55
YJR045C,YJR045C,SSC1
YJR046W,YJR046W,TAH11
YJR047C,YJR047C,ANB1
YJR048W,YJR048W,CYC1
YJR049C,YJR049C,UTR1
YJR050W,YJR050W,ISY1
YJR051W,YJR051W,OSM1
YJR052W,YJR052W,RAD7
YJR053W,YJR053W,BFA1
YJR054W,YJR054W,KCH1
YJR055W,YJR055W,HIT1
YJR056C,YJR056C,YJR056C
YJR057W,YJR057W,CDC8
YJR058C,YJR058C,APS2
YJR059W,YJR059W,PTK2
YJR060W,YJR060W,CBF1
YJR061W,YJR061W,YJR061W
YJR062C,YJR062C,NTA1
YJR063W,YJR063W,RPA12
YJR064W,YJR064W,CCT5
YJR065C,YJR065C,ARP3
YJR066W,YJR066W,TOR1
YJR067C,YJR067C,YAE1
YJR068W,YJR068W,RFC2
YJR069C,YJR069C,HAM1
YJR070C,YJR070C,LIA1
YJR071W,YJR071W,YJR071W
YJR072C,YJR072C,NPA3
YJR073C,YJR073C,OPI3
YJR074W,YJR074W,MOG1
YJR075W,YJR075W,HOC1
YJR076C,YJR076C,CDC11
YJR077C,YJR077C,MIR1
YJR078W,YJR078W,BNA2
YJR079W,YJR079W,YJR079W
YJR080C,YJR080C,AIM24
YJR082C,YJR082C,EAF6
YJR083C,YJR083C,ACF4
YJR084W,YJR084W,YJR084W
YJR085C,YJR085C,YJR085C
YJR086W,YJR086W,STE18
YJR087W,YJR087W,YJR087W
YJR088C,YJR088C,EMC2
YJR089W,YJR089W,BIR1
YJR090C,YJR090C,GRR1
YJR091C,YJR091C,JSN1
YJR092W,YJR092W,BUD4
YJR093C,YJR093C,FIP1
