Inserted List,,ORF Name,Gene Name
PEX12,,YMR026C,PEX12
YMR027W,,YMR027W,YMR027W
TAP42,,YMR028W,TAP42
FAR8,,YMR029C,FAR8
RSF1,,YMR030W,RSF1
EIS1,,YMR031C,EIS1
YMR031W-A,,YMR031W-A,YMR031W-A
HOF1,,YMR032W,HOF1
ARP9,,YMR033W,ARP9
RCH1,,YMR034C,RCH1
IMP2,,YMR035W,IMP2
MIH1,,YMR036C,MIH1
MSN2,,YMR037C,MSN2
CCS1,,YMR038C,CCS1
SUB1,,YMR039C,SUB1
YET2,,YMR040W,YET2
ARA2,,YMR041C,ARA2
ARG80,,YMR042W,ARG80
MCM1,,YMR043W,MCM1
IOC4,,YMR044W,IOC4
YMR046W-A,,YMR046W-A,YMR046W-A
NUP116,,YMR047C,NUP116
CSM3,,YMR048W,CSM3
ERB1,,YMR049C,ERB1
FAR3,,YMR052W,FAR3
YMR052C-A,,YMR052C-A,YMR052C-A
STB2,,YMR053C,STB2
STV1,,YMR054W,STV1
BUB2,,YMR055C,BUB2
AAC1,,YMR056C,AAC1
YMR057C,,YMR057C,YMR057C
FET3,,YMR058W,FET3
SEN15,,YMR059W,SEN15
SAM37,,YMR060C,SAM37
RNA14,,YMR061W,RNA14
ARG7,,YMR062C,ARG7
RIM9,,YMR063W,RIM9
AEP1,,YMR064W,AEP1
KAR5,,YMR065W,KAR5
SOV1,,YMR066W,SOV1
UBX4,,YMR067C,UBX4
AVO2,,YMR068W,AVO2
NAT4,,YMR069W,NAT4
MOT3,,YMR070W,MOT3
TVP18,,YMR071C,TVP18
ABF2,,YMR072W,ABF2
IRC21,,YMR073C,IRC21
SDD2,,YMR074C,SDD2
RCO1,,YMR075W,RCO1
YMR075C-A,,YMR075C-A,YMR075C-A
PDS5,,YMR076C,PDS5
VPS20,,YMR077C,VPS20
CTF18,,YMR078C,CTF18
SEC14,,YMR079W,SEC14
NAM7,,YMR080C,NAM7
ISF1,,YMR081C,ISF1
YMR082C,,YMR082C,YMR082C
ADH3,,YMR083W,ADH3
YMR084W,,YMR084W,YMR084W
YMR085W,,YMR085W,YMR085W
SEG1,,YMR086W,SEG1
YMR086C-A,,YMR086C-A,YMR086C-A
YMR087W,,YMR087W,YMR087W
VBA1,,YMR088C,VBA1
YTA12,,YMR089C,YTA12
YMR090W,,YMR090W,YMR090W
NPL6,,YMR091C,NPL6
AIP1,,YMR092C,AIP1
UTP15,,YMR093W,UTP15
CTF13,,YMR094W,CTF13
SNO1,,YMR095C,SNO1
SNZ1,,YMR096W,SNZ1
MTG1,,YMR097C,MTG1
ATP25,,YMR098C,ATP25
YMR099C,,YMR099C,YMR099C
MUB1,,YMR100W,MUB1
SRT1,,YMR101C,SRT1
YMR102C,,YMR102C,YMR102C
YMR103C,,YMR103C,YMR103C
YPK2,,YMR104C,YPK2
PGM2,,YMR105C,PGM2
YKU80,,YMR106C,YKU80
SPG4,,YMR107W,SPG4
ILV2,,YMR108W,ILV2
MYO5,,YMR109W,MYO5
HFD1,,YMR110C,HFD1
YMR111C,,YMR111C,YMR111C
MED11,,YMR112C,MED11
FOL3,,YMR113W,FOL3
YMR114C,,YMR114C,YMR114C
MGR3,,YMR115W,MGR3
ASC1,,YMR116C,ASC1
SPC24,,YMR117C,SPC24
SHH3,,YMR118C,SHH3
ASI1,,YMR119W,ASI1
YMR119W-A,,YMR119W-A,YMR119W-A
ADE17,,YMR120C,ADE17
RPL15b,,YMR121C,RPL15b
YMR122C,,YMR122C,YMR122C
YMR122W-A,,YMR122W-A,YMR122W-A
PKR1,,YMR123W,PKR1
EPO1,,YMR124W,EPO1
STO1,,YMR125W,STO1
DLT1,,YMR126C,DLT1
SAS2,,YMR127C,SAS2
ECM16,,YMR128W,ECM16
POM152,,YMR129W,POM152
YMR130W,,YMR130W,YMR130W
RRB1,,YMR131C,RRB1
JLP2,,YMR132C,JLP2
REC114,,YMR133W,REC114
ERG29,,YMR134W,ERG29
GID8,,YMR135C,GID8
YMR135W-A,,YMR135W-A,YMR135W-A
GAT2,,YMR136W,GAT2
PSO2,,YMR137C,PSO2
CIN4,,YMR138W,CIN4
RIM11,,YMR139W,RIM11
SIP5,,YMR140W,SIP5
YMR141C,,YMR141C,YMR141C
RPL13b,,YMR142C,RPL13b
RPS16a,,YMR143W,RPS16a
FDO1,,YMR144W,FDO1
NDE1,,YMR145C,NDE1
TIF34,,YMR146C,TIF34
YMR147W,,YMR147W,YMR147W
OSW5,,YMR148W,OSW5
SWP1,,YMR149W,SWP1
IMP1,,YMR150C,IMP1
YIM2,,YMR151W,YIM2
YIM1,,YMR152W,YIM1
NUP53,,YMR153W,NUP53
YMR153C-A,,YMR153C-A,YMR153C-A
RIM13,,YMR154C,RIM13
YMR155W,,YMR155W,YMR155W
TPP1,,YMR156C,TPP1
AIM36,,YMR157C,AIM36
MRPS8,,YMR158W,MRPS8
YMR158C-A,,YMR158C-A,YMR158C-A
YMR158W-B,,YMR158W-B,YMR158W-B
ATG16,,YMR159C,ATG16
YMR160W,,YMR160W,YMR160W
HLJ1,,YMR161W,HLJ1
DNF3,,YMR162C,DNF3
INP2,,YMR163C,INP2
MSS11,,YMR164C,MSS11
PAH1,,YMR165C,PAH1
MME1,,YMR166C,MME1
MLH1,,YMR167W,MLH1
CEP3,,YMR168C,CEP3
ALD3,,YMR169C,ALD3
ALD2,,YMR170C,ALD2
EAR1,,YMR171C,EAR1
HOT1,,YMR172W,HOT1
YMR172C-A,,YMR172C-A,YMR172C-A
DDR48,,YMR173W,DDR48
YMR173W-A,,YMR173W-A,YMR173W-A
PAI3,,YMR174C,PAI3
SIP18,,YMR175W,SIP18
ECM5,,YMR176W,ECM5
MMT1,,YMR177W,MMT1
YMR178W,,YMR178W,YMR178W
SPT21,,YMR179W,SPT21
CTL1,,YMR180C,CTL1
YMR181C,,YMR181C,YMR181C
RGM1,,YMR182C,RGM1
SSO2,,YMR183C,SSO2
ADD37,,YMR184W,ADD37
RTP1,,YMR185W,RTP1
HSC82,,YMR186W,HSC82
YMR187C,,YMR187C,YMR187C
MRPS17,,YMR188C,MRPS17
GCV2,,YMR189W,GCV2
SGS1,,YMR190C,SGS1
SPG5,,YMR191W,SPG5
GYL1,,YMR192W,GYL1
MRPL24,,YMR193W,MRPL24
YMR193C-A,,YMR193C-A,YMR193C-A
RPL36a,,YMR194W,RPL36a
YMR194C-A,,YMR194C-A,YMR194C-A
ICY1,,YMR195W,ICY1
YMR196W,,YMR196W,YMR196W
VTI1,,YMR197C,VTI1
CIK1,,YMR198W,CIK1
CLN1,,YMR199W,CLN1
ROT1,,YMR200W,ROT1
RAD14,,YMR201C,RAD14
ERG2,,YMR202W,ERG2
TOM40,,YMR203W,TOM40
INP1,,YMR204C,INP1
PFK2,,YMR205C,PFK2
YMR206W,,YMR206W,YMR206W
HFA1,,YMR207C,HFA1
ERG12,,YMR208W,ERG12
YMR209C,,YMR209C,YMR209C
MGL2,,YMR210W,MGL2
DML1,,YMR211W,DML1
EFR3,,YMR212C,EFR3
CEF1,,YMR213W,CEF1
SCJ1,,YMR214W,SCJ1
GAS3,,YMR215W,GAS3
SKY1,,YMR216C,SKY1
GUA1,,YMR217W,GUA1
TRS130,,YMR218C,TRS130
ESC1,,YMR219W,ESC1
ERG8,,YMR220W,ERG8
FMP42,,YMR221C,FMP42
FSH2,,YMR222C,FSH2
UBP8,,YMR223W,UBP8
MRE11,,YMR224C,MRE11
MRPL44,,YMR225C,MRPL44
YMR226C,,YMR226C,YMR226C
TAF7,,YMR227C,TAF7
MTF1,,YMR228W,MTF1
RRP5,,YMR229C,RRP5
RPS10b,,YMR230W,RPS10b
PEP5,,YMR231W,PEP5
FUS2,,YMR232W,FUS2
TRI1,,YMR233W,TRI1
RNH1,,YMR234W,RNH1
RNA1,,YMR235C,RNA1
TAF9,,YMR236W,TAF9
BCH1,,YMR237W,BCH1
DFG5,,YMR238W,DFG5
RNT1,,YMR239C,RNT1
CUS1,,YMR240C,CUS1
YHM2,,YMR241W,YHM2
RPL20a,,YMR242C,RPL20a
ZRC1,,YMR243C,ZRC1
YMR244W,,YMR244W,YMR244W
COA6,,YMR244C-A,COA6
YMR245W,,YMR245W,YMR245W
FAA4,,YMR246W,FAA4
RKR1,,YMR247C,RKR1
GAD1,,YMR250W,GAD1
GTO3,,YMR251W,GTO3
HOR7,,YMR251W-A,HOR7
YMR252C,,YMR252C,YMR252C
YMR253C,,YMR253C,YMR253C
YMR254C,,YMR254C,YMR254C
GFD1,,YMR255W,GFD1
COX7,,YMR256C,COX7
PET111,,YMR257C,PET111
ROY1,,YMR258C,ROY1
TRM732,,YMR259C,TRM732
TIF11,,YMR260C,TIF11
TPS3,,YMR261C,TPS3
YMR262W,,YMR262W,YMR262W
SAP30,,YMR263W,SAP30
CUE1,,YMR264W,CUE1
YMR265C,,YMR265C,YMR265C
RSN1,,YMR266W,RSN1
PPA2,,YMR267W,PPA2
PRP24,,YMR268C,PRP24
TMA23,,YMR269W,TMA23
RRN9,,YMR270C,RRN9
URA10,,YMR271C,URA10
SCS7,,YMR272C,SCS7
ZDS1,,YMR273C,ZDS1
RCE1,,YMR274C,RCE1
BUL1,,YMR275C,BUL1
DSK2,,YMR276W,DSK2
FCP1,,YMR277W,FCP1
PRM15,,YMR278W,PRM15
YMR279C,,YMR279C,YMR279C
CAT8,,YMR280C,CAT8
GPI12,,YMR281W,GPI12
AEP2,,YMR282C,AEP2
RIT1,,YMR283C,RIT1
YKU70,,YMR284W,YKU70
NGL2,,YMR285C,NGL2
MRPL33,,YMR286W,MRPL33
DSS1,,YMR287C,DSS1
HSH155,,YMR288W,HSH155
ABZ2,,YMR289W,ABZ2
HAS1,,YMR290C,HAS1
YMR290W-A,,YMR290W-A,YMR290W-A
TDA1,,YMR291W,TDA1
GOT1,,YMR292W,GOT1
HER2,,YMR293C,HER2
JNM1,,YMR294W,JNM1
YMR294W-A,,YMR294W-A,YMR294W-A
YMR295C,,YMR295C,YMR295C
LCB1,,YMR296C,LCB1
PRC1,,YMR297W,PRC1
LIP1,,YMR298W,LIP1
DYN3,,YMR299C,DYN3
ADE4,,YMR300C,ADE4
ATM1,,YMR301C,ATM1
YME2,,YMR302C,YME2
ADH2,,YMR303C,ADH2
UBP15,,YMR304W,UBP15
YMR304C-A,,YMR304C-A,YMR304C-A
SCW10,,YMR305C,SCW10
FKS3,,YMR306W,FKS3
YMR306C-A,,YMR306C-A,YMR306C-A
GAS1,,YMR307W,GAS1
PSE1,,YMR308C,PSE1
NIP1,,YMR309C,NIP1
YMR310C,,YMR310C,YMR310C
GLC8,,YMR311C,GLC8
ELP6,,YMR312W,ELP6
TGL3,,YMR313C,TGL3
PRE5,,YMR314W,PRE5
YMR315W,,YMR315W,YMR315W
DIA1,,YMR316W,DIA1
YMR316C-A,,YMR316C-A,YMR316C-A
YMR316C-B,,YMR316C-B,YMR316C-B
YMR317W,,YMR317W,YMR317W
ADH6,,YMR318C,ADH6
FET4,,YMR319C,FET4
YMR320W,,YMR320W,YMR320W
YMR321C,,YMR321C,YMR321C
SNO4,,YMR322C,SNO4
ERR3,,YMR323W,ERR3
YMR324C,,YMR324C,YMR324C
PAU19,,YMR325W,PAU19
YMR326C,,YMR326C,YMR326C
YRF1-6,,YNL339C,YRF1-6
YNL338W,,YNL338W,YNL338W
YNL337W,,YNL337W,YNL337W
COS1,,YNL336W,COS1
DDI3,,YNL335W,DDI3
SNO2,,YNL334C,SNO2
SNZ2,,YNL333W,SNZ2
THI12,,YNL332W,THI12
AAD14,,YNL331C,AAD14
RPD3,,YNL330C,RPD3
PEX6,,YNL329C,PEX6
MDJ2,,YNL328C,MDJ2
EGT2,,YNL327W,EGT2
PFA3,,YNL326C,PFA3
FIG4,,YNL325C,FIG4
YNL324W,,YNL324W,YNL324W
LEM3,,YNL323W,LEM3
KRE1,,YNL322C,KRE1
VNX1,,YNL321W,VNX1
YNL320W,,YNL320W,YNL320W
YNL319W,,YNL319W,YNL319W
HXT14,,YNL318C,HXT14
PFS2,,YNL317W,PFS2
PHA2,,YNL316C,PHA2
ATP11,,YNL315C,ATP11
DAL82,,YNL314W,DAL82
EMW1,,YNL313C,EMW1
RFA2,,YNL312W,RFA2
SKP2,,YNL311C,SKP2
ZIM17,,YNL310C,ZIM17
STB1,,YNL309W,STB1
KRI1,,YNL308C,KRI1
MCK1,,YNL307C,MCK1
MRPS18,,YNL306W,MRPS18
BXI1,,YNL305C,BXI1
YPT11,,YNL304W,YPT11
YNL303W,,YNL303W,YNL303W
RPS19b,,YNL302C,RPS19b
RPL18b,,YNL301C,RPL18b
TOS6,,YNL300W,TOS6
TRF5,,YNL299W,TRF5
CLA4,,YNL298W,CLA4
MON2,,YNL297C,MON2
YNL296W,,YNL296W,YNL296W
MRX6,,YNL295W,MRX6
RIM21,,YNL294C,RIM21
MSB3,,YNL293W,MSB3
PUS4,,YNL292W,PUS4
MID1,,YNL291C,MID1
RFC3,,YNL290W,RFC3
PCL1,,YNL289W,PCL1
CAF40,,YNL288W,CAF40
SEC21,,YNL287W,SEC21
CUS2,,YNL286W,CUS2
YNL285W,,YNL285W,YNL285W
MRPL10,,YNL284C,MRPL10
WSC2,,YNL283C,WSC2
POP3,,YNL282W,POP3
HCH1,,YNL281W,HCH1
ERG24,,YNL280C,ERG24
PRM1,,YNL279W,PRM1
CAF120,,YNL278W,CAF120
MET2,,YNL277W,MET2
YNL276C,,YNL276C,YNL276C
BOR1,,YNL275W,BOR1
GOR1,,YNL274C,GOR1
TOF1,,YNL273W,TOF1
SEC2,,YNL272C,SEC2
BNI1,,YNL271C,BNI1
ALP1,,YNL270C,ALP1
BSC4,,YNL269W,BSC4
LYP1,,YNL268W,LYP1
PIK1,,YNL267W,PIK1
YNL266W,,YNL266W,YNL266W
IST1,,YNL265C,IST1
PDR17,,YNL264C,PDR17
YIF1,,YNL263C,YIF1
POL2,,YNL262W,POL2
ORC5,,YNL261W,ORC5
LTO1,,YNL260C,LTO1
ATX1,,YNL259C,ATX1
DSL1,,YNL258C,DSL1
SIP3,,YNL257C,SIP3
FOL1,,YNL256W,FOL1
GIS2,,YNL255C,GIS2
RTC4,,YNL254C,RTC4
TEX1,,YNL253W,TEX1
MRPL17,,YNL252C,MRPL17
NRD1,,YNL251C,NRD1
RAD50,,YNL250W,RAD50
MPA43,,YNL249C,MPA43
RPA49,,YNL248C,RPA49
YNL247W,,YNL247W,YNL247W
VPS75,,YNL246W,VPS75
CWC25,,YNL245C,CWC25
SUI1,,YNL244C,SUI1
SLA2,,YNL243W,SLA2
ATG2,,YNL242W,ATG2
ZWF1,,YNL241C,ZWF1
NAR1,,YNL240C,NAR1
LAP3,,YNL239W,LAP3
KEX2,,YNL238W,KEX2
YTP1,,YNL237W,YTP1
SIN4,,YNL236W,SIN4
YNL235C,,YNL235C,YNL235C
YNL234W,,YNL234W,YNL234W
BNI4,,YNL233W,BNI4
CSL4,,YNL232W,CSL4
PDR16,,YNL231C,PDR16
ELA1,,YNL230C,ELA1
URE2,,YNL229C,URE2
YNL228W,,YNL228W,YNL228W
JJJ1,,YNL227C,JJJ1
YNL226W,,YNL226W,YNL226W
CNM67,,YNL225C,CNM67
SQS1,,YNL224C,SQS1
ATG4,,YNL223W,ATG4
SSU72,,YNL222W,SSU72
POP1,,YNL221C,POP1
ADE12,,YNL220W,ADE12
ALG9,,YNL219C,ALG9
MGS1,,YNL218W,MGS1
YNL217W,,YNL217W,YNL217W
RAP1,,YNL216W,RAP1
IES2,,YNL215W,IES2
PEX17,,YNL214W,PEX17
RRG9,,YNL213C,RRG9
VID27,,YNL212W,VID27
MRX7,,YNL211C,MRX7
MER1,,YNL210W,MER1
SSB2,,YNL209W,SSB2
YNL208W,,YNL208W,YNL208W
RIO2,,YNL207W,RIO2
RTT106,,YNL206C,RTT106
YNL205C,,YNL205C,YNL205C
SPS18,,YNL204C,SPS18
YNL203C,,YNL203C,YNL203C
SPS19,,YNL202W,SPS19
PSY2,,YNL201C,PSY2
NNR1,,YNL200C,NNR1
GCR2,,YNL199C,GCR2
YNL198C,,YNL198C,YNL198C
WHI3,,YNL197C,WHI3
SLZ1,,YNL196C,SLZ1
YNL195C,,YNL195C,YNL195C
YNL194C,,YNL194C,YNL194C
YNL193W,,YNL193W,YNL193W
CHS1,,YNL192W,CHS1
DUG3,,YNL191W,DUG3
YNL190W,,YNL190W,YNL190W
SRP1,,YNL189W,SRP1
KAR1,,YNL188W,KAR1
SWT21,,YNL187W,SWT21
UBP10,,YNL186W,UBP10
MRPL19,,YNL185C,MRPL19
YNL184C,,YNL184C,YNL184C
NPR1,,YNL183C,NPR1
IPI3,,YNL182C,IPI3
PBR1,,YNL181W,PBR1
RHO5,,YNL180C,RHO5
YNL179C,,YNL179C,YNL179C
RPS3,,YNL178W,RPS3
MRPL22,,YNL177C,MRPL22
TDA7,,YNL176C,TDA7
NOP13,,YNL175C,NOP13
YNL174W,,YNL174W,YNL174W
MDG1,,YNL173C,MDG1
APC1,,YNL172W,APC1
YNL171C,,YNL171C,YNL171C
YNL170W,,YNL170W,YNL170W
PSD1,,YNL169C,PSD1
FMP41,,YNL168C,FMP41
SKO1,,YNL167C,SKO1
BNI5,,YNL166C,BNI5
YNL165W,,YNL165W,YNL165W
IBD2,,YNL164C,IBD2
RIA1,,YNL163C,RIA1
YNL162W-A,,YNL162W-A,YNL162W-A
RPL42a,,YNL162W,RPL42a
CBK1,,YNL161W,CBK1
YGP1,,YNL160W,YGP1
ASI2,,YNL159C,ASI2
PGA1,,YNL158W,PGA1
IGO1,,YNL157W,IGO1
NSG2,,YNL156C,NSG2
CUZ1,,YNL155W,CUZ1
YCK2,,YNL154C,YCK2
GIM3,,YNL153C,GIM3
INN1,,YNL152W,INN1
RPC31,,YNL151C,RPC31
YNL150W,,YNL150W,YNL150W
PGA2,,YNL149C,PGA2
ALF1,,YNL148C,ALF1
LSM7,,YNL147W,LSM7
YNL146W,,YNL146W,YNL146W
MFA2,,YNL145W,MFA2
YNL144C,,YNL144C,YNL144C
YNL143C,,YNL143C,YNL143C
MEP2,,YNL142W,MEP2
AAH1,,YNL141W,AAH1
YNL140C,,YNL140C,YNL140C
THO2,,YNL139C,THO2
SRV2,,YNL138W,SRV2
NAM9,,YNL137C,NAM9
EAF7,,YNL136W,EAF7
FPR1,,YNL135C,FPR1
YNL134C,,YNL134C,YNL134C
FYV6,,YNL133C,FYV6
KRE33,,YNL132W,KRE33
TOM22,,YNL131W,TOM22
CPT1,,YNL130C,CPT1
NRK1,,YNL129W,NRK1
TEP1,,YNL128W,TEP1
FAR11,,YNL127W,FAR11
SPC98,,YNL126W,SPC98
ESBP6,,YNL125C,ESBP6
NAF1,,YNL124W,NAF1
NMA111,,YNL123W,NMA111
YNL122C,,YNL122C,YNL122C
TOM70,,YNL121C,TOM70
YNL120C,,YNL120C,YNL120C
NCS2,,YNL119W,NCS2
DCP2,,YNL118C,DCP2
MLS1,,YNL117W,MLS1
DMA2,,YNL116W,DMA2
YNL115C,,YNL115C,YNL115C
YNL114C,,YNL114C,YNL114C
RPC19,,YNL113W,RPC19
DBP2,,YNL112W,DBP2
CYB5,,YNL111C,CYB5
NOP15,,YNL110C,NOP15
YNL109W,,YNL109W,YNL109W
YNL108C,,YNL108C,YNL108C
YAF9,,YNL107W,YAF9
INP52,,YNL106C,INP52
YNL105W,,YNL105W,YNL105W
LEU4,,YNL104C,LEU4
MET4,,YNL103W,MET4
POL1,,YNL102W,POL1
AVT4,,YNL101W,AVT4
MIC27,,YNL100W,MIC27
OCA1,,YNL099C,OCA1
RAS2,,YNL098C,RAS2
PHO23,,YNL097C,PHO23
RPS7b,,YNL096C,RPS7b
YNL095C,,YNL095C,YNL095C
APP1,,YNL094W,APP1
YPT53,,YNL093W,YPT53
YNL092W,,YNL092W,YNL092W
NST1,,YNL091W,NST1
RHO2,,YNL090W,RHO2
YNL089C,,YNL089C,YNL089C
TOP2,,YNL088W,TOP2
TCB2,,YNL087W,TCB2
SNN1,,YNL086W,SNN1
MKT1,,YNL085W,MKT1
END3,,YNL084C,END3
SAL1,,YNL083W,SAL1
PMS1,,YNL082W,PMS1
SWS2,,YNL081C,SWS2
EOS1,,YNL080C,EOS1
TPM1,,YNL079C,TPM1
NIS1,,YNL078W,NIS1
APJ1,,YNL077W,APJ1
MKS1,,YNL076W,MKS1
IMP4,,YNL075W,IMP4
MLF3,,YNL074C,MLF3
MSK1,,YNL073W,MSK1
RNH201,,YNL072W,RNH201
LAT1,,YNL071W,LAT1
TOM7,,YNL070W,TOM7
RPL16b,,YNL069C,RPL16b
FKH2,,YNL068C,FKH2
YNL067W-A,,YNL067W-A,YNL067W-A
RPL9b,,YNL067W,RPL9b
SUN4,,YNL066W,SUN4
AQR1,,YNL065W,AQR1
YDJ1,,YNL064C,YDJ1
MTQ1,,YNL063W,MTQ1
GCD10,,YNL062C,GCD10
NOP2,,YNL061W,NOP2
ARP5,,YNL059C,ARP5
YNL058C,,YNL058C,YNL058C
YNL057W,,YNL057W,YNL057W
OCA2,,YNL056W,OCA2
POR1,,YNL055C,POR1
VAC7,,YNL054W,VAC7
MSG5,,YNL053W,MSG5
COX5a,,YNL052W,COX5a
COG5,,YNL051W,COG5
YNL050C,,YNL050C,YNL050C
SFB2,,YNL049C,SFB2
ALG11,,YNL048W,ALG11
SLM2,,YNL047C,SLM2
YNL046W,,YNL046W,YNL046W
LAP2,,YNL045W,LAP2
YIP3,,YNL044W,YIP3
YNL043C,,YNL043C,YNL043C
BOP3,,YNL042W,BOP3
COG6,,YNL041C,COG6
YNL040W,,YNL040W,YNL040W
BDP1,,YNL039W,BDP1
GPI15,,YNL038W,GPI15
IDH1,,YNL037C,IDH1
NCE103,,YNL036W,NCE103
YNL035C,,YNL035C,YNL035C
YNL034W,,YNL034W,YNL034W
YNL033W,,YNL033W,YNL033W
SIW14,,YNL032W,SIW14
HHT2,,YNL031C,HHT2
HHF2,,YNL030W,HHF2
KTR5,,YNL029C,KTR5
YNL028W,,YNL028W,YNL028W
CRZ1,,YNL027W,CRZ1
SAM50,,YNL026W,SAM50
SSN8,,YNL025C,SSN8
EFM6,,YNL024C,EFM6
FAP1,,YNL023C,FAP1
RCM1,,YNL022C,RCM1
HDA1,,YNL021W,HDA1
ARK1,,YNL020C,ARK1
YNL019C,,YNL019C,YNL019C
YNL018C,,YNL018C,YNL018C
YNL017C,,YNL017C,YNL017C
PUB1,,YNL016W,PUB1
PBI2,,YNL015W,PBI2
HEF3,,YNL014W,HEF3
YNL013C,,YNL013C,YNL013C
SPO1,,YNL012W,SPO1
YNL011C,,YNL011C,YNL011C
YNL010W,,YNL010W,YNL010W
IDP3,,YNL009W,IDP3
ASI3,,YNL008C,ASI3
SIS1,,YNL007C,SIS1
LST8,,YNL006W,LST8
MRP7,,YNL005C,MRP7
HRB1,,YNL004W,HRB1
PET8,,YNL003C,PET8
RLP7,,YNL002C,RLP7
DOM34,,YNL001W,DOM34
CIT1,,YNR001C,CIT1
YNR001W-A,,YNR001W-A,YNR001W-A
ATO2,,YNR002C,ATO2
RPC34,,YNR003C,RPC34
SWM2,,YNR004W,SWM2
YNR005C,,YNR005C,YNR005C
VPS27,,YNR006W,VPS27
ATG3,,YNR007C,ATG3
LRO1,,YNR008W,LRO1
NRM1,,YNR009W,NRM1
CSE2,,YNR010W,CSE2
PRP2,,YNR011C,PRP2
URK1,,YNR012W,URK1
PHO91,,YNR013C,PHO91
YNR014W,,YNR014W,YNR014W
SMM1,,YNR015W,SMM1
ACC1,,YNR016C,ACC1
TIM23,,YNR017W,TIM23
RCF2,,YNR018W,RCF2
ARE2,,YNR019W,ARE2
ATP23,,YNR020C,ATP23
YNR021W,,YNR021W,YNR021W
MRPL50,,YNR022C,MRPL50
SNF12,,YNR023W,SNF12
MPP6,,YNR024W,MPP6
YNR025C,,YNR025C,YNR025C
SEC12,,YNR026C,SEC12
BUD17,,YNR027W,BUD17
CPR8,,YNR028W,CPR8
YNR029C,,YNR029C,YNR029C
ALG12,,YNR030W,ALG12
SSK2,,YNR031C,SSK2
PPG1,,YNR032W,PPG1
HUB1,,YNR032C-A,HUB1
ABZ1,,YNR033W,ABZ1
SOL1,,YNR034W,SOL1
EGO4,,YNR034W-A,EGO4
ARC35,,YNR035C,ARC35
MRPS12,,YNR036C,MRPS12
RSM19,,YNR037C,RSM19
DBP6,,YNR038W,DBP6
ZRG17,,YNR039C,ZRG17
YNR040W,,YNR040W,YNR040W
COQ2,,YNR041C,COQ2
YNR042W,,YNR042W,YNR042W
MVD1,,YNR043W,MVD1
AGA1,,YNR044W,AGA1
PET494,,YNR045W,PET494
TRM112,,YNR046W,TRM112
FPK1,,YNR047W,FPK1
YNR048W,,YNR048W,YNR048W
MSO1,,YNR049C,MSO1
LYS9,,YNR050C,LYS9
BRE5,,YNR051C,BRE5
POP2,,YNR052C,POP2
NOG2,,YNR053C,NOG2
ESF2,,YNR054C,ESF2
HOL1,,YNR055C,HOL1
BIO5,,YNR056C,BIO5
BIO4,,YNR057C,BIO4
BIO3,,YNR058W,BIO3
MNT4,,YNR059W,MNT4
FRE4,,YNR060W,FRE4
YNR061C,,YNR061C,YNR061C
YNR062C,,YNR062C,YNR062C
YNR063W,,YNR063W,YNR063W
YNR064C,,YNR064C,YNR064C
YNR065C,,YNR065C,YNR065C
YNR066C,,YNR066C,YNR066C
DSE4,,YNR067C,DSE4
YNR068C,,YNR068C,YNR068C
BSC5,,YNR069C,BSC5
PDR18,,YNR070W,PDR18
YNR071C,,YNR071C,YNR071C
HXT17,,YNR072W,HXT17
MAN2,,YNR073C,MAN2
AIF1,,YNR074C,AIF1
COS10,,YNR075W,COS10
PAU6,,YNR076W,PAU6
YNR077C,,YNR077C,YNR077C
YOL166C,,YOL166C,YOL166C
AAD15,,YOL165C,AAD15
BDS1,,YOL164W,BDS1
YOL163W,,YOL163W,YOL163W
YOL162W,,YOL162W,YOL162W
PAU20,,YOL161C,PAU20
YOL160W,,YOL160W,YOL160W
YOL159C-A,,YOL159C-A,YOL159C-A
CSS3,,YOL159C,CSS3
ENB1,,YOL158C,ENB1
IMA2,,YOL157C,IMA2
HXT11,,YOL156W,HXT11
HPF1,,YOL155C,HPF1
ZPS1,,YOL154W,ZPS1
YOL153C,,YOL153C,YOL153C
FRE7,,YOL152W,FRE7
GRE2,,YOL151W,GRE2
YOL150C,,YOL150C,YOL150C
DCP1,,YOL149W,DCP1
SPT20,,YOL148C,SPT20
PEX11,,YOL147C,PEX11
PSF3,,YOL146W,PSF3
CTR9,,YOL145C,CTR9
NOP8,,YOL144W,NOP8
RIB4,,YOL143C,RIB4
RRP40,,YOL142W,RRP40
PPM2,,YOL141W,PPM2
ARG8,,YOL140W,ARG8
CDC33,,YOL139C,CDC33
RTC1,,YOL138C,RTC1
BSC6,,YOL137W,BSC6
PFK27,,YOL136C,PFK27
MED7,,YOL135C,MED7
YOL134C,,YOL134C,YOL134C
HRT1,,YOL133W,HRT1
GAS4,,YOL132W,GAS4
YOL131W,,YOL131W,YOL131W
ALR1,,YOL130W,ALR1
VPS68,,YOL129W,VPS68
YGK3,,YOL128C,YGK3
RPL25,,YOL127W,RPL25
MDH2,,YOL126C,MDH2
TRM13,,YOL125W,TRM13
TRM11,,YOL124C,TRM11
HRP1,,YOL123W,HRP1
SMF1,,YOL122C,SMF1
RPS19a,,YOL121C,RPS19a
RPL18a,,YOL120C,RPL18a
MCH4,,YOL119C,MCH4
YOL118C,,YOL118C,YOL118C
RRI2,,YOL117W,RRI2
MSN1,,YOL116W,MSN1
PAP2,,YOL115W,PAP2
PTH4,,YOL114C,PTH4
SKM1,,YOL113W,SKM1
MSB4,,YOL112W,MSB4
MDY2,,YOL111C,MDY2
